Source	Ort	Lage	Typ	Anmerkung	Seit	lat	lon	PLZ	Stadtbezirk	Kreis	Land	BL	Kanton
de.wiki_in_Sachsen	Glauchau	Otto-Schimmel-Strasse	Bücherzelle			50.822918	12.543624						
de.wiki_in_Sachsen	Glauchau	Virchowstrasse	Bücherzelle			50.81044	12.550926						
de.wiki_in_Sachsen	Großdubrau-Spreewiese	Klixer Straße	BücherZelle	Initiative des Heimatvereins Spreewiese e. V.	Nov. 2017	51.275136	14.536785						
de.wiki_in_Sachsen	Heidenau	Im Albert-Schwarz-Bad Heidenau	Offene Bücherkabine	In den historischen Umkleidekabinen, während der Freibadsaison zugänglich	Juli 2016	50.975406	13.857797						
de.wiki_in_Sachsen	Hetzdorf (Halsbrücke)	Kreuzung Jägerhorn und Herrndorfer Straße	Bücherzelle	In Ortsmitte am Infopunkt Hetzdorf		50.973388	13.460949						
de.wiki_in_Sachsen	Hoyerswerda	 Albert-Schweitzer-Straße 9	Telefonzelle	Vor dem Mehrgenerationenhaus	Juni 2013	51.4311481528622	14.2590254545212						
de.wiki_in_Sachsen	Leipzig	Schillerstraße 3	Bücherregal	Im Eingangsbereich der Volksbank		51.336901	12.376147						
de.wiki_in_Sachsen	Leipzig	Zentralstraße 1, Leipzig	Kleine Bücherei	Im Bürgerbüro Denkbar[5]. Zugänglich Mo, Di, Mi 9-16; Do 9-18[6].	01. Dez. 2015	51.33986	12.37011						
de.wiki_in_Sachsen	Leipzig-Gohlis	Lützowstraße 19	Bücherschrank	Öffentlicher Bücherschrank im soziokulturellen Zentrum Budde-Haus.	Juni 2018	51.363799	12.373806						
de.wiki_in_Sachsen	Leipzig-Gottscheina	Am Ring 20A (Bushäuschen)	Haltestellen-Häuschen	„Buch-Haltestelle“; auch für LPs, CDs und DVDs		51.425527	12.479245						
de.wiki_in_Sachsen	Leipzig-Heiterblick	Torgauer Straße 312 vor dem Eingang des Autohauses Saxe	Telefonzelle	Die Bücherzelle wird von der Inhaberin der Filiale betreut.		51.366392	12.459323						
de.wiki_in_Sachsen	Leipzig-Marienbrunn	An der Märchenwiese 17	Bücherregal		22. Okt. 2019	51.3062202	12.3971154						
de.wiki_in_Sachsen	Leipzig-Zentrum Nord	 _ 1. OG der VHS, Löhrstraße 3-7	Bücherschrank	Öffnungszeiten der Volkshochschule Leipzig beachten.		51.3452292	12.373286						
de.wiki_in_Sachsen	Leipzig-Zentrum Nord	Richterstraße 6 auf der Mauer des Hauses	Tausch-Schrank	Der Tausch-Schrank mit Bücherregalen wird vom Nachbarschaftsverein Goase e. V. Richterstraße betreut.[7]	Aug. 2017	51.355363	12.374108						
de.wiki_in_Sachsen	Leipzig Lindenau	BuchKindergarten gUG	Regal in einem Gebäude	Die Tauschbibliothek ist fester Bestandteil des Kindergarten­gebäudes und gleichzeitig von der Josephstraße 11 aus für die Öffentlichkeit zugänglich.	04. Sep. 2015	51.3350298	12.3338268						
de.wiki_in_Sachsen	Limbach-Oberfrohna	Kändler, Feldweg 12	Telefonzelle	Jeannines Bücherzelle neben dem Copy-Shop	Aug. 2017	50.855756	12.788223						
de.wiki_in_Sachsen	Limbach-Oberfrohna	Limbach-Oberfrohna,Ludwig-Richter-Straße 10	Bücherschrank	Der Bücherschrank befindet sich im rechten Teil des Vorraums zur Apotheke bzw. des Foyer des Ärztehauses, beachtet bitte die allgemeinen Öffnungszeiten.	Okt. 2019	50.859005	12.770239						
de.wiki_in_Sachsen	Meerane	August-Bebel-Straße/Markt	Telefonzelle		21. Mai 2015	50.850062	12.46715						
de.wiki_in_Sachsen	Netzschkau-Lambzig	Hohle Gasse 38	Kühlschrank	Wird privat gepflegt und befüllt. Mit Lesebank und Vorgarten. Liegt an einem Wanderweg.	Okt. 2017								
de.wiki_in_Sachsen	Oberlungwitz	Nahe der Kreuzung Poststraße/Hofer Str./Erlbacher Str. auf dem Postplatz	Rote Telefonzelle		Juli 2017	50.78628	12.72288						
de.wiki_in_Sachsen	Plauen	Bahnhofstraße/Stadtzentrum	Britische Telefonzelle	Initiative der Autorin Elena Mackenzie in Zusammenarbeit mit der Stadt Plauen und den Stadtwerken Plauen		50.499523	12.136572						
de.wiki_in_Sachsen	Pöhl	Kletterwand	Telefonzelle	Talsperre									
de.wiki_in_Sachsen	Radebeul-Naundorf	Gartenparzelle gegenüber von Altnaundorf 14[8]	Tausch-Schrank		2014								
de.wiki_in_Sachsen	Riesa	Auf dem Kinovorplatz	Rote Telefonzelle	Stadtzentrum	2009								
de.wiki_in_Sachsen	Seifersbach	Rossauer Straße 8, 09661 Rossau OT Seifersbach	Magenta-Graue Telefonzelle	Auf dem Parkplatz bei der Arztpraxis		50.974588	13.03692						
de.wiki_in_Sachsen	Syrau	Im Höhlenpark, neben dem Eingang der Drachenhöhle Syrau	Gelbe Telefonzelle	Während der Öffnungszeiten der Schauhöhle zugänglich	2015								
de.wiki_in_Sachsen	Tharandt		Gelbe Telefonzelle	Ortsmitte am Parkplatz	2020								
de.wiki_in_Sachsen	Waldenburg	Bahnhofstraße	Bücherzelle	"Bibliothek unterm Birnbaum"		50.871546	12.610048						
de.wiki_in_Sachsen	Waldenburg	Bahnhofstraße	Bücherzelle	"kleine Bücherstube" nahe Lutherkirche, direkt vor dem Pfarramt		50.87212	12.608948						
de.wiki_in_Sachsen	Weißkeißel		Telefonzelle	Kaupener Straße	09. Sep. 2015[9]	51.4942	14.723						
de.wiki_in_Sachsen	Werdau		Telefonzelle	Im Landwehrgrund	2016	50.738224	12.365036						
de.wiki_in_Sachsen	Wurzen	Wenceslaigasse	Bücherregal	24/7 zugänglich	Nov. 2018	51.367971	12.734842						
de.wiki_in_Sachsen-Anhalt	Arneburg	Breite Straße 15		[2]									
de.wiki_in_Sachsen-Anhalt	Burg (bei Magdeburg)	Zibbeklebner Straße, im Marktkauf zwischen Bäcker und Asia-Imbiss	Regal	Nur während der Öffnungszeiten des Marktkaufes zugänglich		52.259793	11.845233						
de.wiki_in_Sachsen-Anhalt	Dessau-Roßlau	Ernst-Zindel-Straße 4, 06847 Dessau-Roßlau	Regal	Im hinteren Bereich des Cafés _ Während der Öffnungszeiten de E-Centers (8–20h)									
de.wiki_in_Sachsen-Anhalt	Dessau-Roßlau	Tierpark Dessau	Holzhütte	Zugänglich zu den Öffnungszeiten des Tierparks									
de.wiki_in_Sachsen-Anhalt	Gardelegen	Ecke Ernst-Thälmann-Straße/Rathausplatz	Telefonzelle	Betreut vom Förderverein der Stadt-, Kreis- und Gymnasialbibliothek Gardelegen	2017								
de.wiki_in_Sachsen-Anhalt	Goldbeck	An der Zuckerfabrik 1		[2]									
de.wiki_in_Sachsen-Anhalt	Halle (Saale)	Ecke Marktplatz/Schülershof	Englische Telefonzelle	Initiiert und betreut von den Freunden der Stadtbibliothek Halle e. V.	2017								
de.wiki_in_Sachsen-Anhalt	Halle (Saale)	Franckeplatz 1, Haus 32, Außenwand Südseite Spielehaus	Holzregal mit Plexiglastüren	initiiert durch die Franckeschen Stiftungen, betreut vom Spielehaus, zugleich Bookcrossing-Zone	2007	51.477038	11.971448						
de.wiki_in_Sachsen-Anhalt	Halle (Saale)	Im E-Center, Weißenfelser Straße 52	Regal	Projekt des E-Centers, Öffnungszeiten: Mo–Mi + Sa 07:00–20:00 Uhr, Do–Fr 07:00–21:00 Uhr									
de.wiki_in_Sachsen-Anhalt	Halle (Saale)	Jupiterstraße 19–20, Edeka Goj im Eingangsbereich	Regal	Nur während der Öffnungszeiten des Edeka zugänglich									
de.wiki_in_Sachsen-Anhalt	Halle (Saale)	Kleine Ulrichstraße 2	Regal in einem Café	initiiert durch einige Bookcrossende; Öffnungszeiten Montag–Samstag 08:30–16:30 Uhr[3]	2009								
de.wiki_in_Sachsen-Anhalt	Halle (Saale)	MATERIE MUSIKLADEN, Am Steintor 11	Regal im MATERIE MUSIKLADEN	Bücher werden verschenkt und ist Bookcrossing-Zone, Regal links hinter der Eingangstür des Ladens; geöffnet: Mo–Fr 10–18 Uhr, in der kalten Jahreszeit auch Sa 10–14 Uhr	2016								
de.wiki_in_Sachsen-Anhalt	Halle (Saale)	Schulstraße 9a	Regal im Vorraum einer Kirche	Bookcrossing-Zone und Büchertausch-Regal in der evangelisch-methodistischen Gemeinde Halle[4]	2016								
de.wiki_in_Sachsen-Anhalt	Halle (Saale)	Zoo Halle, Reilstraße 57	Telefonzelle	Initiiert und betreut von den Freunden der Stadtbibliothek Halle e. V. Zugänglich während der Öffnungszeiten des Zoos	2015	51.506114	11.964078						
de.wiki_in_Sachsen-Anhalt	Halle (Saale), Stadtteil Neustadt	Wochenmarkt neben der Neustädter Passage	Telefonzelle	Aufgestellt und betreut von den Freunden der Stadtbibliothek Halle e. V., 2017 abgebaut aufgrund von wiederholtem Vandalismus	2015								
de.wiki_in_Sachsen-Anhalt	Hohenberg-Krusemark	Hauptstraße 46		[2]									
de.wiki_in_Sachsen-Anhalt	Magdeburg	Moritzhof	Telefonzelle			52.155923	11.632357						
de.wiki_in_Sachsen-Anhalt	Magdeburg-Salbke	Alt Salbke	Lesezeichen Salbke		2009	52.074534	11.668779						
de.wiki_in_Sachsen-Anhalt	Magdeburg, Neustädter Feld	Othrichstraße 30, Neue Wege e.V., im Eingangsbereich	Bücherregal	Nur während der Öffnungszeiten des Nachbarschaftszentrum zugänglich									
de.wiki_in_Sachsen-Anhalt	Magdeburg, Universitätsplatz, Universitätsbibliothek Magdeburg, Foyer	Universitätsplatz, Universitätsbibliothek, im Eingangsbereich	Bücherregal	Nur während der Öffnungszeiten  zugänglich									
de.wiki_in_Sachsen-Anhalt	Merseburg	Roßmarkt 2, Offener Treff im Mehrgenerationenhaus	Bücherregal	Nur während der Öffnungszeiten des Mehrgenerationenhauses geöffnet (Mo – Fr 8 – 17 Uhr)									
de.wiki_in_Sachsen-Anhalt	Nahrstedt	Mehrgenerationenhaus[2][5]											
de.wiki_in_Sachsen-Anhalt	Ortsübergreifend: Bahnstrecke Leipzig-Gera	In allen Wagen der Erfurter Bahn, die die Strecke Leipzig-Gera betreibt, befindet sich ein Büchertausch-Regal.	Regal										
de.wiki_in_Sachsen-Anhalt	Quedlinburg	Marktstraße 7, Im Innenhof von Quartier 7, vor dem Eingang von „DieBuchBar“	Telefonzelle	Montag–Freitag 10–18 Uhr, Sonnabend 10–16 Uhr[6]	2010								
de.wiki_in_Sachsen-Anhalt	Stendal	Blumenhaus Höft, Schadewachten		[2]									
de.wiki_in_Sachsen-Anhalt	Stendal	H. u. H. Kaschade Stiftung, Weberstraße 19		[2]									
de.wiki_in_Sachsen-Anhalt	Stendal	Hochschule, Osterburgerstraße 36		[2]									
de.wiki_in_Sachsen-Anhalt	Stendal	Kaffeekult, Am Markt 1		[2]									
de.wiki_in_Sachsen-Anhalt	Stendal	Tiergarten, Stadtsee		[2]									
de.wiki_in_Sachsen-Anhalt	Stendal	Volksbank, Birkenhagen		[2]									
de.wiki_in_Sachsen-Anhalt	Stendal	Wandelhalle, Markt 14		[2]		52.60498	11.85996						
de.wiki_in_Sachsen-Anhalt	Stendal	Winckelmannmuseum, Winckelmannstraße 36		[2]									
de.wiki_in_Sachsen-Anhalt	Werben	Marktplatz 1		[2]									
de.wiki_in_Sachsen-Anhalt	Wörlitz	Erdmannsdorffstraße, Ecke Grabengasse	Telefonzelle		2014	51.842167	12.423125						
de.wiki_in_Sachsen-Anhalt	Zeitz	Käthe-Niederkirchner-Str. 38, am Fußgängerüberweg vor dem Haus Zeitzblick	Telefonzelle		2018	51.041349	12.146199						
de.wiki_in_Sachsen-Anhalt	Zerbst	Edeka Center Becker _ Coswiger Str. 1 _ 39261 Zerbst	Regal	Im Eingang zwischen Geldautomat und Kleingeldwechsler. _ Während der Öffnungszeiten de E-Centers (8–20h)									
de.wiki_in_Schleswig-Holstein	Albersdorf		Telefonzelle	in den Wintermonaten außer Betrieb		54.1459583	9.2922797						
de.wiki_in_Schleswig-Holstein	Bad Oldesloe	Mühlenstraße gegenüber dem Bürgerhaus[4]	Telefonzelle	Die „Oldesloer Bücherzelle“ ist eine frühere Telefonzelle. Sie ist von Montag bis Samstag jeweils von 9 bis 18 Uhr geöffnet und wird vom Freundeskreis Stormarn liest betreut.[1][2][3]	07. Apr. 2013								
de.wiki_in_Schleswig-Holstein	Barnitz	Treffpunkt Lokfelder Brücke, Lokfeld 2, 23858 Barnitz (Privatgrundstück,  der Infopoint ist im Flur zum Saal und die Tür unverschlossen.)	Bücherregal	Das offene Bücherregal im Infopoint wurde 2012 initiiert von Oliver Henkel und wird betreut vom Förderverein Lokfelder Brücke e. V.	25. Nov. 2012								
de.wiki_in_Schleswig-Holstein	Barsbüttel	Soltausredder 20	Telefonzelle	Der Barsbütteler Kinderbuchautorin Kirsten Boie gewidmet.[5]	16. Sep. 2015	53.571959	10.162675						
de.wiki_in_Schleswig-Holstein	Behlendorf	Bushaltestelle „Am Brink“, gegenüber Brinkhuus	Telefonzelle										
de.wiki_in_Schleswig-Holstein	Braak (Bosau)	Wilhelm-Wisser-Straße an der Bushaltestelle	Telefonzelle	Erste Bücherzelle im Kreis Ostholstein	01. Juni 2014	54.103976	10.585362						
de.wiki_in_Schleswig-Holstein	Bünsdorf	am Gemeindehaus, vor der Badestelle	Holzhaus										
de.wiki_in_Schleswig-Holstein	Dersau	Dorfstraße 86 (Privatgrundstück)	Holzhaus	private Initiative	Apr. 2014								
de.wiki_in_Schleswig-Holstein	Drei	Im Strandcafé Holnis	Bücherregal	zu den Öffnungszeiten des Strandcafés		54.85732	9.591						
de.wiki_in_Schleswig-Holstein	Einhaus	Hauptstraße 26a, vor dem Gemeindehaus	Telefonzelle	verschließbar, beleuchtet, Öffnungszeiten nicht genannt[6][7]	22. Juni 2013								
de.wiki_in_Schleswig-Holstein	Elmshorn	Julius Leber Straße 4, auf dem Parkplatz von Holz Junge	Holzregal an einem Gartenhaus	ohne Beleuchtung	05. Sep. 2015								
de.wiki_in_Schleswig-Holstein	Fehmarn	Südstrandpromenade	Telefonzelle	Die Büchertauschbörse wurde vom Tourismus-Service Fehmarn initiiert.[8]	01. Juli 2018	54.410199	11.204841						
de.wiki_in_Schleswig-Holstein	Flensburg-Fruerlund	Eiderstraße 2/Ecke Travestraße	Holzschrank	24 h geöffnet; initiiert vom Wohnprojekt „Mittendrin“ der Mürwiker Werkstätten; unterstützt von der Wohnungsbaugenossenschaft Selbsthilfe-Bauverein, der Stiftung Die Mürwiker und dem Lions Club Flensburg-Alexandra[9]	2013	54.800928	9.45892						
de.wiki_in_Schleswig-Holstein	Flensburg-Mürwik	Marrensdamm beim Twedter Plack[10]	Holzschrank	Erster öffentlicher Bücherschrank Flensburgs, gebaut von Mitarbeitern des Ausbildungsverbunds Flensburg. Hinter der Finanzierung standen der „kleinen Tauschbüchnerei“ von Mürwik der Lions-Club Flensburg-Alexandra, das Kulturbüro Flensburg und der Selbsthilfe-Bauverein.[10]	02. Okt. 2013	54.81527	9.47512						
de.wiki_in_Schleswig-Holstein	Flensburg-Neustadt	Neustadt/Ecke Apenrader Straße	Holzschrank	Die Bücherbox wurde initiiert vom Verein Flensburger Norden und den Mürwiker Werkstätten.[9][11] Nach einem Unfall im Dezember 2016 derzeit nicht mehr vorhanden, soll wieder aufgebaut werden.[12]	2013	54.79994	9.42297						
de.wiki_in_Schleswig-Holstein	Helgoland		Telefonzelle	Spontane Buchspenden Helgoländer Bürger in der noch aktiven (!) Telefonzelle an der Nicolaikirche	2018	54.18298	7.88571						
de.wiki_in_Schleswig-Holstein	Helgoland	Im Gebäude des Flugplatzes Helgoland-Düne zwischen Restaurant und Dünen-Shop	Bücherregal	zu den Öffnungszeiten des Flughafens		54.187069	7.914823						
de.wiki_in_Schleswig-Holstein	Hemdingen	Steindamm 6 (am Sprüttenhuus)	Metallschrank	Die Idee von Hemdinger Bürgern für Hemdingens ersten öffentlichen Bücherschrank am „Sprüttenhuus“ mit barrierefreiem Zugang setzte der örtliche Sport-, Sozial- und Kulturausschuss im Januar 2014 in die Tat um.[13][14]	11. Jan. 2014								
de.wiki_in_Schleswig-Holstein	Husum	Asmussenstraße 1	Bücherschrank	Der Kinderbücherschrank vom Kinderschutzbund Nordfriesland e. V. am Standort Max&Milla in der Bürgerschule ist zugänglich zu den Öffnungszeiten der Schule.[15]									
de.wiki_in_Schleswig-Holstein	Husum	Klaus-Groth-Schule, Richard-von-Hagn-Straße 40	Bücherschrank	Der Kinderbücherschrank vom Kinderschutzbund Nordfriesland e. V. am Standort Max&Milla in der Klaus-Groth-Schule ist zu den Schulzeiten geöffnet.[15]									
de.wiki_in_Schleswig-Holstein	Husum	Osterende 61a	Bücherschrank	Der Kinderbücherschrank am Standort der Geschäftsstelle des Kinderschutzbundes Nordfriesland e. V. ist zu den Bürozeiten zugänglich.[15]									
de.wiki_in_Schleswig-Holstein	Itzehoe	Kirchenstraße	Telefonzelle	Eine Initiative vieler Itzehoer Gastwirte		53.922975	9.5184						
de.wiki_in_Schleswig-Holstein	Lauenburg/Elbe (Unterstadt)	Elbstrasse 64	kleiner Bücherschrank	Bücherbude Lauenburger Altstadt		53.37034	10.55364						
de.wiki_in_Schleswig-Holstein	Lübeck-Hochschulstadtteil	am Carlebach-Park, vor dem Awo-Servicehaus, Paul-Ehrlich-Straße 5	baugleich den Bücherschränken in St. Lorenz und St. Jürgen	Initiative der AWO	08. Apr. 2015	53.8324853	10.6940482						
de.wiki_in_Schleswig-Holstein	Lübeck-St. Gertrud	Marli, Kaufhof, vor dem Café Sachau	Metallschrank, gebaut in der Justizvollzugsanstalt Lübeck	Initiative des SPD-Ortsvereins[16]	08. Juni 2015	53.864232	10.7200275						
de.wiki_in_Schleswig-Holstein	Lübeck-St. Jürgen	Pelzerstraße/Ecke Wakenitzufer	baugleich dem Schrank Hansering 20b	private Initiative[17]	Okt. 2013	53.8661151	10.7034431						
de.wiki_in_Schleswig-Holstein	Lübeck-St. Jürgen	St.-Jürgen-Ring 34/Ecke Kronsforder Allee	Kultur Kiste, zwei Bücherschränke an ehemaligem Kiosk	private Initiative	Aug. 2016	53.85123	10.6879						
de.wiki_in_Schleswig-Holstein	Lübeck-St. Jürgen	vor dem Gemeinschaftshaus Nachtigallensteg 25	rotlackierte Telefonzelle	Initiative des Vereins Gemeinschaftshaus Nachtigallensteg	unbekannt								
de.wiki_in_Schleswig-Holstein	Lübeck-St. Lorenz	vor dem Stadtteilhaus im Hansering 20b	Schrank aus beschichtetem Sperrholzmit Acrylglasscheiben,finanziert von Christian Dräger[18]	private Initiative[19]	23. Okt. 2012	53.858158	10.6640647						
de.wiki_in_Schleswig-Holstein	Lübeck-St. Lorenz Nord	Schwartauer Allee 221	Kinderbücherschrank	betrieben vom Lübecker Kinderschutzbund[20]	Mai 2018	53.88513	10.68219						
de.wiki_in_Schleswig-Holstein	Lübeck-Travemünde	Fehlingstraße 47	Bücherkiste			53.9632555	10.8720372						
de.wiki_in_Schleswig-Holstein	Lübeck (Engelshof)	Engelsgrube 38/42	kleines Bücherregal			53.87171	10.68649						
de.wiki_in_Schleswig-Holstein	Meldorf	hinter Zingelstraße 2	Blechschrank			54.0891222	9.07386388888889						
de.wiki_in_Schleswig-Holstein	Neumünster	Klosterstraße 12im Empfangsbereich des Theaters	Bücherschrank	Aapen Böökerschapp nach einer Idee von Birgitt Jürs vom Förderverein der Niederdeutschen Bühne Neumünster. Bücher, Hörbücher und Musik-CDs ausschließlich in niederdeutscher Sprache, Prinzip: „Wer ein Buch nimmt, lässt ein anderes (plattdeutsches) da“. Fürs Leihen sind vier Euro an den Förderverein zu entrichten. Geöffnet „bei allen Veranstaltungen in der NBN-Studio-Bühne.“[21]	Okt. 2016								
de.wiki_in_Schleswig-Holstein	Norderstedt	Grootkoppelstraße	Stahlschrank	private Initiative	Mai 2013	53.71545	10.00451						
de.wiki_in_Schleswig-Holstein	Norderstedt	Rathausallee 50	Telefonzelle mit LED-Innenbeleuchtung	Idee engagierter Bürger, betreut durch die Stadtbücherei, zugänglich während der Öffnungszeit der Rathauspassage	Apr. 2015	53.708317	9.994383						
de.wiki_in_Schleswig-Holstein	Oststeinbek	Möllner Landstraße/ Ecke Twiete	Telefonzelle	durchgehend geöffnet									
de.wiki_in_Schleswig-Holstein	Plön	Tourist Information im Bahnhof Plön	Bücherregal	[22]	Okt. 2014	54.159479	10.422562						
de.wiki_in_Schleswig-Holstein	Pommerby	Niebyer Straße (Parkbucht)	Telefonzelle	Bücherwelle	Juni 2015	54.76192	9.9454						
de.wiki_in_Schleswig-Holstein	Reinbek	Hamburger Straße 41.	Glas-Regal im Erdgeschoss	Im Krankenhaus Reinbek St. Adolf-Stift befindet sich im Erdgeschoss neben dem Haupttreppenhaus ein öffentlicher Bücherschrank. Patienten und Mitarbeitende können sich dort kostenlos und ohne irgendwelche Formalitäten ein Buch entleihen oder gern auch ausgelesene Bücher für andere Menschen einstellen.	Juli 2018	53.51006	10.24116						
de.wiki_in_Schleswig-Holstein	Rellingen-Egenbüttel	Privatgrundstück am Halstenbeker Weg 48	Holzhütte	Für den „Egenbütteler Bücherschrank“[23] stellte der Geschäftsführer des Rellinger Baumarktes Hagebau Hass + Hatje eine Musterhütte zur Verfügung. Geöffnet täglich von 8 bis 20 Uhr auf dem Privatgrundstück des Initiators Sonne Knickrehm.[24][25][26]	21. Sep. 2012								
de.wiki_in_Schleswig-Holstein	Rendsburg		Birkenstämme	„Bücherwald“ genanntes Projekt, das im Rahmen des Mittsommerfestes 2014 im Nordkolleg Rendsburg eine FSJlerin von der Akademie für Kulturelle Bildung vorstellte. Ein Gärtner sägte dafür nach Baumfällarbeiten Aussparungen in drei Birkenstämme und setzte Stahlkästen mit Acrylglasscheiben ein.[27]	21. Juni 2014								
de.wiki_in_Schleswig-Holstein	Schleswig	Stadtweg, Höhe Hausnummer 56	Telefonzelle	Schleswigs ersten Bücherschrank in einer umfunktionierten Telefonzelle tauften Bücherfreunde der Stadt auf den Namen „Bökerschapp“.[28]	13. Apr. 2014	54.516283	9.561367						
de.wiki_in_Schleswig-Holstein	Schleswig-Friedrichsberg	Friedrichstraße 52	Telefonzelle	Für Schleswigs zweite zum öffentlichen Bücherschrank umgewandelte Telefonzelle, restauriert von der Initiative Bürger machen mit e. V., schlugen Friedrichsberger Bürger den Namen „Bücherbahnhof“ vor. Die 300 Bücher darin waren beim Bücherschrank „Bökerschapp“ am Stadtweg überschüssig. Die Nutzungsbedingungen sind in deutscher und dänischer Sprache verfasst. Zwei Einheimische übernahmen die Patenschaft.[29]	09. Nov. 2014	54.50265	9.541717						
de.wiki_in_Schleswig-Holstein	Schönberg	Wrömmelsberg 3	Holzregale	Die Tauschregale befinden sich in einem Hofcafé welches täglich von 14–17 Uhr geöffnet hat (außer Mittwochs). Hörbücher nur im Tausch	2008								
de.wiki_in_Schleswig-Holstein	Schwarzenbek	Grund- und Regionalschule Nordost	Bücherhaus	umgezogen vom Familienzentrum[30]	2016								
de.wiki_in_Schleswig-Holstein	Schwentinental-Klausdorf	Dorfstraße Höhe Dorfplatz	Telefonzelle	Die Bücherbox, Stadt Schwentinental	2015	54.30855	10.21455						
de.wiki_in_Schleswig-Holstein	Seedorf (Lauenburg)	Seedorfer Dorfstraße[31]	Holzschrank mit Glasscheibe	neben der Drescherremise	2017								
